anio,mes_num,comuna_nombre,GRAVEDAD,n_accidentes
2019,4,PROVENZA,Solo daños,10
2019,4,SAN FRANCISCO,Con heridos,22
2019,4,SAN FRANCISCO,Solo daños,10
2019,4,SUR,Con heridos,2
2019,4,SUR OCCIDENTE,Con heridos,3
2019,4,SUR OCCIDENTE,Solo daños,2
2019,5,1,Con heridos,1
2019,5,CABECERA DEL LLANO,Con heridos,24
2019,5,CABECERA DEL LLANO,Solo daños,27
2019,5,CENTRO,Con heridos,20
2019,5,CENTRO,Solo daños,16
2019,5,GARCIA ROVIRA,Con heridos,8
2019,5,GARCIA ROVIRA,Con muertos,1
2019,5,GARCIA ROVIRA,Solo daños,5
2019,5,LA CIUDADELA,Con heridos,4
2019,5,LA CIUDADELA,Con muertos,1
2019,5,LA CIUDADELA,Solo daños,3
2019,5,LA CONCORDIA,Con heridos,12
2019,5,LA CONCORDIA,Solo daños,13
2019,5,LA PEDREGOSA,Con heridos,4
2019,5,LA PEDREGOSA,Solo daños,3
2019,5,LAGOS DEL CACIQUE,Con heridos,4
2019,5,LAGOS DEL CACIQUE,Solo daños,7
2019,5,MORRORICO,Con heridos,1
2019,5,MORRORICO,Solo daños,2
2019,5,MUTIS,Con heridos,3
2019,5,MUTIS,Solo daños,1
2019,5,NO DISPONIBLE,Con heridos,9
2019,5,NO DISPONIBLE,Solo daños,7
2019,5,NORORIENTAL,Con heridos,3
2019,5,NORTE,Con heridos,9
2019,5,NORTE,Con muertos,1
2019,5,NORTE,Solo daños,3
2019,5,OCCIDENTAL,Con heridos,9
2019,5,OCCIDENTAL,Solo daños,10
2019,5,ORIENTAL,Con heridos,20
2019,5,ORIENTAL,Con muertos,1
2019,5,ORIENTAL,Solo daños,24
2019,5,PROVENZA,Con heridos,10
2019,5,PROVENZA,Solo daños,14
2019,5,SAN FRANCISCO,Con heridos,24
2019,5,SAN FRANCISCO,Con muertos,1
2019,5,SAN FRANCISCO,Solo daños,19
2019,5,SUR,Con heridos,2
2019,5,SUR,Solo daños,3
2019,5,SUR OCCIDENTE,Con heridos,2
2019,5,SUR OCCIDENTE,Con muertos,1
2019,5,SUR OCCIDENTE,Solo daños,1
2019,6,1,Con heridos,1
2019,6,1,Con muertos,1
2019,6,1,Solo daños,1
2019,6,3,Solo daños,1
2019,6,CABECERA DEL LLANO,Con heridos,12
2019,6,CABECERA DEL LLANO,Solo daños,31
2019,6,CENTRO,Con heridos,6
2019,6,CENTRO,Solo daños,18
2019,6,GARCIA ROVIRA,Con heridos,8
2019,6,GARCIA ROVIRA,Solo daños,2
2019,6,LA CIUDADELA,Con heridos,4
2019,6,LA CIUDADELA,Con muertos,1
2019,6,LA CIUDADELA,Solo daños,4
2019,6,LA CONCORDIA,Con heridos,13
2019,6,LA CONCORDIA,Con muertos,1
2019,6,LA CONCORDIA,Solo daños,14
2019,6,LA PEDREGOSA,Con heridos,2
2019,6,LA PEDREGOSA,Con muertos,1
2019,6,LA PEDREGOSA,Solo daños,4
2019,6,LAGOS DEL CACIQUE,Con heridos,3
2019,6,LAGOS DEL CACIQUE,Solo daños,6
2019,6,MORRORICO,Con heridos,2
2019,6,MORRORICO,Solo daños,2
2019,6,MUTIS,Con heridos,2
2019,6,MUTIS,Solo daños,3
2019,6,NO DISPONIBLE,Con heridos,8
2019,6,NO DISPONIBLE,Solo daños,4
2019,6,NORORIENTAL,Con heridos,4
2019,6,NORTE,Con heridos,8
2019,6,NORTE,Con muertos,1
2019,6,NORTE,Solo daños,3
2019,6,OCCIDENTAL,Con heridos,18
2019,6,OCCIDENTAL,Solo daños,6
2019,6,ORIENTAL,Con heridos,15
2019,6,ORIENTAL,Solo daños,17
2019,6,PROVENZA,Con heridos,15
2019,6,PROVENZA,Con muertos,1
2019,6,PROVENZA,Solo daños,8
2019,6,SAN FRANCISCO,Con heridos,24
2019,6,SAN FRANCISCO,Solo daños,11
2019,6,SUR,Con heridos,1
2019,6,SUR,Solo daños,1
2019,6,SUR OCCIDENTE,Con heridos,2
2019,7,1,Con heridos,2
2019,7,CABECERA DEL LLANO,Con heridos,35
2019,7,CABECERA DEL LLANO,Solo daños,30
2019,7,CENTRO,Con heridos,17
2019,7,CENTRO,Con muertos,2
2019,7,CENTRO,Solo daños,17
2019,7,GARCIA ROVIRA,Con heridos,8
2019,7,GARCIA ROVIRA,Solo daños,3
2019,7,LA CIUDADELA,Con heridos,2
2019,7,LA CIUDADELA,Solo daños,2
2019,7,LA CONCORDIA,Con heridos,9
2019,7,LA CONCORDIA,Solo daños,13
2019,7,LA PEDREGOSA,Con heridos,5
2019,7,LA PEDREGOSA,Solo daños,2
2019,7,LAGOS DEL CACIQUE,Con heridos,5
2019,7,LAGOS DEL CACIQUE,Solo daños,5
2019,7,MORRORICO,Con heridos,2
2019,7,MORRORICO,Solo daños,1
2019,7,MUTIS,Con heridos,4
2019,7,MUTIS,Solo daños,3
2019,7,NO DISPONIBLE,Con heridos,8
2019,7,NO DISPONIBLE,Solo daños,6
2019,7,NORORIENTAL,Con heridos,4
2019,7,NORORIENTAL,Solo daños,1
2019,7,NORTE,Con heridos,10
2019,7,NORTE,Solo daños,4
2019,7,OCCIDENTAL,Con heridos,5
2019,7,OCCIDENTAL,Solo daños,5
2019,7,ORIENTAL,Con heridos,27
2019,7,ORIENTAL,Solo daños,20
2019,7,PROVENZA,Con heridos,13
2019,7,PROVENZA,Solo daños,12
2019,7,SAN FRANCISCO,Con heridos,20
2019,7,SAN FRANCISCO,Solo daños,24
2019,7,SUR,Con heridos,3
2019,7,SUR OCCIDENTE,Con heridos,3
2019,7,SUR OCCIDENTE,Con muertos,1
2019,7,SUR OCCIDENTE,Solo daños,1
2019,8,CABECERA DEL LLANO,Con heridos,26
2019,8,CABECERA DEL LLANO,Solo daños,30
2019,8,CENTRO,Con heridos,13
2019,8,CENTRO,Solo daños,22
2019,8,GARCIA ROVIRA,Con heridos,6
2019,8,GARCIA ROVIRA,Solo daños,6
2019,8,LA CIUDADELA,Con heridos,3
2019,8,LA CIUDADELA,Solo daños,2
2019,8,LA CONCORDIA,Con heridos,17
2019,8,LA CONCORDIA,Con muertos,1
2019,8,LA CONCORDIA,Solo daños,6
2019,8,LA PEDREGOSA,Con heridos,3
2019,8,LA PEDREGOSA,Solo daños,2
2019,8,LAGOS DEL CACIQUE,Con heridos,1
2019,8,LAGOS DEL CACIQUE,Solo daños,7
2019,8,MORRORICO,Con heridos,1
2019,8,MORRORICO,Solo daños,2
2019,8,MUTIS,Con heridos,3
2019,8,MUTIS,Solo daños,1
2019,8,NO DISPONIBLE,Con heridos,9
2019,8,NO DISPONIBLE,Solo daños,7
2019,8,NORORIENTAL,Con heridos,1
2019,8,NORORIENTAL,Con muertos,1
2019,8,NORTE,Con heridos,8
2019,8,NORTE,Solo daños,2
2019,8,OCCIDENTAL,Con heridos,6
2019,8,OCCIDENTAL,Solo daños,2
2019,8,ORIENTAL,Con heridos,17
2019,8,ORIENTAL,Solo daños,22
2019,8,PROVENZA,Con heridos,11
2019,8,PROVENZA,Solo daños,12
2019,8,SAN FRANCISCO,Con heridos,29
2019,8,SAN FRANCISCO,Solo daños,18
2019,8,SUR,Con heridos,1
2019,8,SUR,Con muertos,1
2019,8,SUR OCCIDENTE,Con heridos,1
2019,8,SUR OCCIDENTE,Solo daños,2
2019,9,CABECERA DEL LLANO,Con heridos,21
2019,9,CABECERA DEL LLANO,Solo daños,42
2019,9,CENTRO,Con heridos,18
2019,9,CENTRO,Solo daños,18
2019,9,GARCIA ROVIRA,Con heridos,14
2019,9,GARCIA ROVIRA,Solo daños,5
2019,9,LA CIUDADELA,Con heridos,4
2019,9,LA CIUDADELA,Solo daños,1
2019,9,LA CONCORDIA,Con heridos,15
2019,9,LA CONCORDIA,Solo daños,11
2019,9,LA PEDREGOSA,Con heridos,1
2019,9,LA PEDREGOSA,Solo daños,1
2019,9,LAGOS DEL CACIQUE,Con heridos,1
2019,9,LAGOS DEL CACIQUE,Solo daños,5
2019,9,MORRORICO,Con heridos,3
2019,9,MUTIS,Con heridos,5
2019,9,MUTIS,Solo daños,6
2019,9,NO DISPONIBLE,Con heridos,7
2019,9,NO DISPONIBLE,Con muertos,2
2019,9,NO DISPONIBLE,Solo daños,5
2019,9,NORORIENTAL,Con heridos,1
2019,9,NORORIENTAL,Solo daños,3
2019,9,NORTE,Con heridos,5
2019,9,NORTE,Solo daños,1
2019,9,OCCIDENTAL,Con heridos,14
2019,9,OCCIDENTAL,Con muertos,1
2019,9,OCCIDENTAL,Solo daños,7
2019,9,ORIENTAL,Con heridos,33
2019,9,ORIENTAL,Solo daños,17
2019,9,PROVENZA,Con heridos,11
2019,9,PROVENZA,Solo daños,9
2019,9,SAN FRANCISCO,Con heridos,25
2019,9,SAN FRANCISCO,Con muertos,1
2019,9,SAN FRANCISCO,Solo daños,18
2019,9,SUR,Con heridos,2
2019,9,SUR,Solo daños,1
2019,9,SUR OCCIDENTE,Con heridos,2
2019,9,SUR OCCIDENTE,Solo daños,2
2019,10,CABECERA DEL LLANO,Con heridos,18
2019,10,CABECERA DEL LLANO,Solo daños,25
2019,10,CENTRO,Con heridos,19
2019,10,CENTRO,Solo daños,19
2019,10,GARCIA ROVIRA,Con heridos,9
2019,10,GARCIA ROVIRA,Solo daños,6
2019,10,LA CIUDADELA,Con heridos,1
2019,10,LA CIUDADELA,Solo daños,2
2019,10,LA CONCORDIA,Con heridos,13
2019,10,LA CONCORDIA,Solo daños,13
2019,10,LA PEDREGOSA,Con heridos,3
2019,10,LA PEDREGOSA,Solo daños,4
2019,10,LAGOS DEL CACIQUE,Con heridos,9
2019,10,LAGOS DEL CACIQUE,Solo daños,2
2019,10,MORRORICO,Con heridos,5
2019,10,MORRORICO,Solo daños,2
2019,10,MUTIS,Con heridos,2
2019,10,MUTIS,Solo daños,1
2019,10,NO DISPONIBLE,Con heridos,5
2019,10,NO DISPONIBLE,Con muertos,1
2019,10,NO DISPONIBLE,Solo daños,6
2019,10,NORORIENTAL,Con heridos,2
2019,10,NORORIENTAL,Solo daños,1
2019,10,NORTE,Con heridos,7
2019,10,NORTE,Solo daños,6
2019,10,OCCIDENTAL,Con heridos,7
2019,10,OCCIDENTAL,Solo daños,7
2019,10,ORIENTAL,Con heridos,21
2019,10,ORIENTAL,Solo daños,26
2019,10,PROVENZA,Con heridos,9
2019,10,PROVENZA,Con muertos,1
2019,10,PROVENZA,Solo daños,10
2019,10,SAN FRANCISCO,Con heridos,22
2019,10,SAN FRANCISCO,Solo daños,21
2019,10,SUR,Con heridos,4
2019,10,SUR,Solo daños,5
2019,10,SUR OCCIDENTE,Con heridos,3
2019,10,SUR OCCIDENTE,Solo daños,2
2019,11,1,Con heridos,1
2019,11,1,Solo daños,2
2019,11,CABECERA DEL LLANO,Con heridos,20
2019,11,CABECERA DEL LLANO,Con muertos,1
2019,11,CABECERA DEL LLANO,Solo daños,25
2019,11,CENTRO,Con heridos,15
2019,11,CENTRO,Solo daños,19
2019,11,GARCIA ROVIRA,Con heridos,10
2019,11,GARCIA ROVIRA,Solo daños,4
2019,11,LA CIUDADELA,Con heridos,6
2019,11,LA CIUDADELA,Con muertos,1
2019,11,LA CIUDADELA,Solo daños,3
2019,11,LA CONCORDIA,Con heridos,10
2019,11,LA CONCORDIA,Solo daños,13
2019,11,LA PEDREGOSA,Con heridos,6
2019,11,LA PEDREGOSA,Solo daños,3
2019,11,LAGOS DEL CACIQUE,Con heridos,3
2019,11,LAGOS DEL CACIQUE,Solo daños,7
2019,11,MORRORICO,Con heridos,6
2019,11,MORRORICO,Solo daños,1
2019,11,MUTIS,Con heridos,4
2019,11,MUTIS,Solo daños,2
2019,11,NO DISPONIBLE,Con heridos,15
2019,11,NO DISPONIBLE,Solo daños,3
2019,11,NORORIENTAL,Con heridos,4
2019,11,NORORIENTAL,Con muertos,1
2019,11,NORORIENTAL,Solo daños,2
2019,11,NORTE,Con heridos,4
2019,11,NORTE,Solo daños,4
2019,11,OCCIDENTAL,Con heridos,8
2019,11,OCCIDENTAL,Solo daños,4
2019,11,ORIENTAL,Con heridos,18
2019,11,ORIENTAL,Solo daños,17
2019,11,PROVENZA,Con heridos,13
2019,11,PROVENZA,Solo daños,10
2019,11,SAN FRANCISCO,Con heridos,21
2019,11,SAN FRANCISCO,Con muertos,1
2019,11,SAN FRANCISCO,Solo daños,11
2019,11,SUR,Con heridos,3
2019,11,SUR,Solo daños,1
2019,11,SUR OCCIDENTE,Con heridos,3
2019,12,1,Con heridos,1
2019,12,1,Solo daños,1
2019,12,3,Solo daños,2
2019,12,CABECERA DEL LLANO,Con heridos,22
2019,12,CABECERA DEL LLANO,Solo daños,34
2019,12,CENTRO,Con heridos,17
2019,12,CENTRO,Solo daños,12
2019,12,GARCIA ROVIRA,Con heridos,10
2019,12,GARCIA ROVIRA,Solo daños,3
2019,12,LA CIUDADELA,Con heridos,3
2019,12,LA CIUDADELA,Solo daños,2
2019,12,LA CONCORDIA,Con heridos,9
2019,12,LA CONCORDIA,Con muertos,1
2019,12,LA CONCORDIA,Solo daños,10
2019,12,LA PEDREGOSA,Con heridos,2
2019,12,LA PEDREGOSA,Con muertos,1
2019,12,LA PEDREGOSA,Solo daños,7
2019,12,LAGOS DEL CACIQUE,Con heridos,1
2019,12,LAGOS DEL CACIQUE,Solo daños,3
2019,12,MORRORICO,Con heridos,1
2019,12,MORRORICO,Solo daños,1
2019,12,MUTIS,Con heridos,2
2019,12,MUTIS,Solo daños,1
2019,12,NO DISPONIBLE,Con heridos,9
2019,12,NO DISPONIBLE,Solo daños,7
2019,12,NORORIENTAL,Con heridos,5
2019,12,NORORIENTAL,Con muertos,1
2019,12,NORORIENTAL,Solo daños,3
2019,12,NORTE,Con heridos,5
2019,12,NORTE,Solo daños,2
2019,12,OCCIDENTAL,Con heridos,11
2019,12,OCCIDENTAL,Solo daños,10
2019,12,ORIENTAL,Con heridos,21
2019,12,ORIENTAL,Solo daños,23
2019,12,PROVENZA,Con heridos,8
2019,12,PROVENZA,Con muertos,1
2019,12,PROVENZA,Solo daños,4
2019,12,SAN FRANCISCO,Con heridos,22
2019,12,SAN FRANCISCO,Solo daños,14
2019,12,SUR,Con heridos,3
2019,12,SUR,Solo daños,1
2019,12,SUR OCCIDENTE,Con heridos,1
2019,12,SUR OCCIDENTE,Solo daños,1
2020,1,1,Solo daños,1
2020,1,CABECERA DEL LLANO,Con heridos,21
2020,1,CABECERA DEL LLANO,Solo daños,24
2020,1,CENTRO,Con heridos,21
2020,1,CENTRO,Solo daños,13
2020,1,GARCIA ROVIRA,Con heridos,6
2020,1,GARCIA ROVIRA,Solo daños,5
2020,1,LA CIUDADELA,Con heridos,2
2020,1,LA CONCORDIA,Con heridos,13
2020,1,LA CONCORDIA,Solo daños,10
2020,1,LA PEDREGOSA,Con heridos,6
2020,1,LA PEDREGOSA,Solo daños,3
2020,1,LAGOS DEL CACIQUE,Con heridos,1
2020,1,LAGOS DEL CACIQUE,Solo daños,8
2020,1,MORRORICO,Con heridos,4
2020,1,MORRORICO,Solo daños,1
2020,1,MUTIS,Con heridos,3
2020,1,NO DISPONIBLE,Con heridos,10
2020,1,NO DISPONIBLE,Con muertos,1
2020,1,NO DISPONIBLE,Solo daños,1
2020,1,NORORIENTAL,Con heridos,2
2020,1,NORTE,Con heridos,10
2020,1,NORTE,Solo daños,2
2020,1,OCCIDENTAL,Con heridos,9
2020,1,OCCIDENTAL,Solo daños,4
2020,1,ORIENTAL,Con heridos,14
2020,1,ORIENTAL,Solo daños,22
2020,1,PROVENZA,Con heridos,14
2020,1,PROVENZA,Solo daños,6
2020,1,SAN FRANCISCO,Con heridos,23
2020,1,SAN FRANCISCO,Solo daños,12
2020,1,SUR,Con heridos,2
2020,1,SUR,Solo daños,4
2020,1,SUR OCCIDENTE,Con heridos,2
2020,1,SUR OCCIDENTE,Con muertos,1
2020,1,SUR OCCIDENTE,Solo daños,4
2020,2,1,Solo daños,1
2020,2,CABECERA DEL LLANO,Con heridos,20
2020,2,CABECERA DEL LLANO,Solo daños,34
2020,2,CENTRO,Con heridos,13
2020,2,CENTRO,Solo daños,13
2020,2,GARCIA ROVIRA,Con heridos,7
2020,2,GARCIA ROVIRA,Con muertos,1
2020,2,GARCIA ROVIRA,Solo daños,1
2020,2,LA CIUDADELA,Con heridos,6
2020,2,LA CIUDADELA,Solo daños,3
2020,2,LA CONCORDIA,Con heridos,14
2020,2,LA CONCORDIA,Solo daños,13
2020,2,LA PEDREGOSA,Con heridos,5
2020,2,LA PEDREGOSA,Solo daños,6
2020,2,LAGOS DEL CACIQUE,Con heridos,1
2020,2,LAGOS DEL CACIQUE,Solo daños,4
2020,2,MORRORICO,Solo daños,1
2020,2,MUTIS,Solo daños,3
2020,2,NO DISPONIBLE,Con heridos,3
2020,2,NO DISPONIBLE,Con muertos,2
2020,2,NO DISPONIBLE,Solo daños,8
2020,2,NORORIENTAL,Con heridos,3
2020,2,NORORIENTAL,Solo daños,2
2020,2,NORTE,Con heridos,13
2020,2,NORTE,Solo daños,1
2020,2,OCCIDENTAL,Con heridos,12
2020,2,OCCIDENTAL,Solo daños,4
2020,2,ORIENTAL,Con heridos,26
2020,2,ORIENTAL,Con muertos,1
2020,2,ORIENTAL,Solo daños,16
2020,2,PROVENZA,Con heridos,10
2020,2,PROVENZA,Solo daños,9
2020,2,SAN FRANCISCO,Con heridos,14
2020,2,SAN FRANCISCO,Con muertos,1
2020,2,SAN FRANCISCO,Solo daños,16
2020,2,SUR,Con heridos,4
2020,2,SUR,Solo daños,1
2020,2,SUR OCCIDENTE,Con heridos,3
2020,2,SUR OCCIDENTE,Con muertos,1
2020,3,1,Con heridos,1
2020,3,1,Solo daños,1
2020,3,CABECERA DEL LLANO,Con heridos,10
2020,3,CABECERA DEL LLANO,Con muertos,1
2020,3,CABECERA DEL LLANO,Solo daños,18
2020,3,CENTRO,Con heridos,17
2020,3,CENTRO,Solo daños,12
2020,3,GARCIA ROVIRA,Con heridos,6
2020,3,GARCIA ROVIRA,Solo daños,2
2020,3,LA CIUDADELA,Con heridos,3
2020,3,LA CIUDADELA,Solo daños,4
2020,3,LA CONCORDIA,Con heridos,6
2020,3,LA CONCORDIA,Solo daños,7
2020,3,LA PEDREGOSA,Con heridos,5
2020,3,LA PEDREGOSA,Solo daños,2
2020,3,LAGOS DEL CACIQUE,Con heridos,2
2020,3,LAGOS DEL CACIQUE,Solo daños,2
2020,3,MORRORICO,Con heridos,1
2020,3,MUTIS,Con heridos,1
2020,3,MUTIS,Solo daños,1
2020,3,NO DISPONIBLE,Con heridos,3
2020,3,NO DISPONIBLE,Solo daños,2
2020,3,NORORIENTAL,Con heridos,2
2020,3,NORTE,Con heridos,3
2020,3,NORTE,Con muertos,1
2020,3,OCCIDENTAL,Con heridos,6
2020,3,OCCIDENTAL,Solo daños,6
2020,3,ORIENTAL,Con heridos,14
2020,3,ORIENTAL,Solo daños,10
2020,3,PROVENZA,Con heridos,6
2020,3,PROVENZA,Solo daños,7
2020,3,SAN FRANCISCO,Con heridos,19
2020,3,SAN FRANCISCO,Solo daños,15
2020,3,SUR,Con heridos,4
2020,3,SUR,Solo daños,1
2020,3,SUR OCCIDENTE,Con heridos,2
2020,4,CABECERA DEL LLANO,Con heridos,4
2020,4,CABECERA DEL LLANO,Solo daños,2
2020,4,CENTRO,Con heridos,11
2020,4,CENTRO,Solo daños,4
2020,4,GARCIA ROVIRA,Con heridos,2
2020,4,GARCIA ROVIRA,Solo daños,1
2020,4,LA CIUDADELA,Con heridos,2
2020,4,LA CONCORDIA,Con heridos,12
2020,4,LA CONCORDIA,Solo daños,1
2020,4,LA PEDREGOSA,Solo daños,1
2020,4,MORRORICO,Solo daños,1
2020,4,NO DISPONIBLE,Con heridos,1
2020,4,NORORIENTAL,Con heridos,1
2020,4,NORTE,Con heridos,4
2020,4,OCCIDENTAL,Con heridos,2
2020,4,OCCIDENTAL,Solo daños,4
2020,4,ORIENTAL,Con heridos,8
2020,4,ORIENTAL,Solo daños,2
2020,4,PROVENZA,Con heridos,1
2020,4,PROVENZA,Solo daños,2
2020,4,SAN FRANCISCO,Con heridos,6
2020,4,SAN FRANCISCO,Solo daños,5
2020,4,SUR,Con heridos,1
2020,4,SUR OCCIDENTE,Con heridos,1
2020,4,SUR OCCIDENTE,Solo daños,2
2020,5,3,Con heridos,1
2020,5,CABECERA DEL LLANO,Con heridos,8
2020,5,CABECERA DEL LLANO,Solo daños,7
2020,5,CENTRO,Con heridos,6
2020,5,CENTRO,Solo daños,4
2020,5,GARCIA ROVIRA,Con heridos,6
2020,5,GARCIA ROVIRA,Solo daños,2
2020,5,LA CIUDADELA,Con heridos,4
2020,5,LA CONCORDIA,Con heridos,6
2020,5,LA CONCORDIA,Solo daños,3
2020,5,LA PEDREGOSA,Con heridos,1
2020,5,LAGOS DEL CACIQUE,Con heridos,1
2020,5,LAGOS DEL CACIQUE,Solo daños,2
2020,5,MORRORICO,Con heridos,2
2020,5,MUTIS,Con heridos,3
2020,5,NO DISPONIBLE,Con heridos,2
2020,5,NORORIENTAL,Con heridos,3
2020,5,NORTE,Con heridos,4
2020,5,NORTE,Solo daños,2
2020,5,OCCIDENTAL,Con heridos,1
2020,5,OCCIDENTAL,Solo daños,4
2020,5,ORIENTAL,Con heridos,9
2020,5,ORIENTAL,Solo daños,7
2020,5,PROVENZA,Con heridos,3
2020,5,PROVENZA,Solo daños,4
2020,5,SAN FRANCISCO,Con heridos,13
2020,5,SAN FRANCISCO,Con muertos,1
2020,5,SAN FRANCISCO,Solo daños,10
2020,5,SUR,Con heridos,3
2020,5,SUR,Con muertos,1
2020,6,CABECERA DEL LLANO,Con heridos,7
2020,6,CABECERA DEL LLANO,Solo daños,16
2020,6,CENTRO,Con heridos,9
2020,6,CENTRO,Con muertos,1
2020,6,CENTRO,Solo daños,5
2020,6,GARCIA ROVIRA,Con heridos,1
2020,6,GARCIA ROVIRA,Con muertos,1
2020,6,GARCIA ROVIRA,Solo daños,2
2020,6,LA CIUDADELA,Solo daños,1
2020,6,LA CONCORDIA,Con heridos,4
2020,6,LA CONCORDIA,Solo daños,2
2020,6,LA PEDREGOSA,Con heridos,3
2020,6,LAGOS DEL CACIQUE,Con heridos,1
2020,6,MORRORICO,Con heridos,1
2020,6,MUTIS,Con heridos,1
2020,6,MUTIS,Solo daños,1
2020,6,NO DISPONIBLE,Con heridos,4
2020,6,NO DISPONIBLE,Solo daños,4
2020,6,NORORIENTAL,Con heridos,3
2020,6,NORTE,Con heridos,5
2020,6,NORTE,Solo daños,1
2020,6,OCCIDENTAL,Con heridos,4
2020,6,OCCIDENTAL,Con muertos,2
2020,6,OCCIDENTAL,Solo daños,1
2020,6,ORIENTAL,Con heridos,8
2020,6,ORIENTAL,Solo daños,5
2020,6,PROVENZA,Con heridos,1
2020,6,PROVENZA,Solo daños,2
2020,6,SAN FRANCISCO,Con heridos,11
2020,6,SAN FRANCISCO,Solo daños,9
2020,6,SUR,Con heridos,2
2020,6,SUR,Solo daños,1
2020,6,SUR OCCIDENTE,Con heridos,1
2020,7,1,Con heridos,1
2020,7,CABECERA DEL LLANO,Con heridos,14
2020,7,CABECERA DEL LLANO,Solo daños,14
2020,7,CENTRO,Con heridos,7
2020,7,CENTRO,Con muertos,1
2020,7,CENTRO,Solo daños,14
2020,7,GARCIA ROVIRA,Con heridos,3
2020,7,GARCIA ROVIRA,Solo daños,1
2020,7,LA CIUDADELA,Con heridos,2
2020,7,LA CIUDADELA,Solo daños,1
2020,7,LA CONCORDIA,Con heridos,14
2020,7,LA CONCORDIA,Solo daños,4
2020,7,LA PEDREGOSA,Con heridos,1
2020,7,LA PEDREGOSA,Solo daños,4
2020,7,LAGOS DEL CACIQUE,Con heridos,1
2020,7,MORRORICO,Con heridos,1
2020,7,MUTIS,Con heridos,2
2020,7,MUTIS,Solo daños,1
2020,7,NO DISPONIBLE,Con heridos,1
2020,7,NO DISPONIBLE,Solo daños,4
2020,7,NORORIENTAL,Solo daños,1
2020,7,NORTE,Con heridos,6
2020,7,NORTE,Con muertos,3
2020,7,NORTE,Solo daños,1
2020,7,OCCIDENTAL,Con heridos,4
2020,7,OCCIDENTAL,Con muertos,1
2020,7,OCCIDENTAL,Solo daños,4
2020,7,ORIENTAL,Con heridos,5
2020,7,ORIENTAL,Solo daños,6
2020,7,PROVENZA,Con heridos,8
2020,7,PROVENZA,Solo daños,5
2020,7,SAN FRANCISCO,Con heridos,10
2020,7,SAN FRANCISCO,Solo daños,10
2020,7,SUR,Solo daños,1
2020,7,SUR OCCIDENTE,Con heridos,2
2020,7,SUR OCCIDENTE,Solo daños,1
2020,8,1,Con heridos,2
2020,8,1,Solo daños,1
2020,8,CABECERA DEL LLANO,Con heridos,9
2020,8,CABECERA DEL LLANO,Con muertos,3
2020,8,CABECERA DEL LLANO,Solo daños,13
2020,8,CENTRO,Con heridos,7
2020,8,CENTRO,Con muertos,1
2020,8,CENTRO,Solo daños,10
2020,8,GARCIA ROVIRA,Con heridos,2
2020,8,GARCIA ROVIRA,Solo daños,1
2020,8,LA CIUDADELA,Con heridos,1
2020,8,LA CIUDADELA,Solo daños,1
2020,8,LA CONCORDIA,Con heridos,4
2020,8,LA CONCORDIA,Con muertos,1
2020,8,LA CONCORDIA,Solo daños,6
2020,8,LA PEDREGOSA,Con heridos,6
2020,8,LAGOS DEL CACIQUE,Con heridos,3
2020,8,LAGOS DEL CACIQUE,Solo daños,4
2020,8,MUTIS,Con heridos,2
2020,8,MUTIS,Solo daños,1
2020,8,NO DISPONIBLE,Con heridos,4
2020,8,NO DISPONIBLE,Solo daños,2
2020,8,NORORIENTAL,Con heridos,2
2020,8,NORORIENTAL,Con muertos,1
2020,8,NORTE,Con heridos,6
2020,8,NORTE,Con muertos,1
2020,8,NORTE,Solo daños,1
2020,8,OCCIDENTAL,Con heridos,8
2020,8,OCCIDENTAL,Solo daños,3
2020,8,ORIENTAL,Con heridos,13
2020,8,ORIENTAL,Solo daños,12
2020,8,PROVENZA,Con heridos,5
2020,8,PROVENZA,Solo daños,3
2020,8,SAN FRANCISCO,Con heridos,12
2020,8,SAN FRANCISCO,Con muertos,1
2020,8,SAN FRANCISCO,Solo daños,6
2020,8,SUR,Con heridos,1
2020,8,SUR,Con muertos,1
2020,8,SUR,Solo daños,1
2020,8,SUR OCCIDENTE,Con heridos,3
2020,8,SUR OCCIDENTE,Solo daños,1
2020,9,1,Con heridos,1
2020,9,3,Con heridos,1
2020,9,CABECERA DEL LLANO,Con heridos,16
2020,9,CABECERA DEL LLANO,Solo daños,19
2020,9,CENTRO,Con heridos,13
2020,9,CENTRO,Solo daños,4
2020,9,GARCIA ROVIRA,Con heridos,2
2020,9,GARCIA ROVIRA,Solo daños,5
2020,9,LA CIUDADELA,Con heridos,1
2020,9,LA CONCORDIA,Con heridos,3
2020,9,LA CONCORDIA,Solo daños,7
2020,9,LA PEDREGOSA,Con heridos,6
2020,9,LA PEDREGOSA,Solo daños,4
2020,9,LAGOS DEL CACIQUE,Con heridos,1
2020,9,MORRORICO,Solo daños,1
2020,9,MUTIS,Con heridos,4
2020,9,MUTIS,Con muertos,1
2020,9,MUTIS,Solo daños,3
2020,9,NO DISPONIBLE,Con heridos,1
2020,9,NORORIENTAL,Con heridos,3
2020,9,NORORIENTAL,Con muertos,1
2020,9,NORTE,Con heridos,8
2020,9,NORTE,Con muertos,1
2020,9,NORTE,Solo daños,1
2020,9,OCCIDENTAL,Con heridos,2
2020,9,OCCIDENTAL,Solo daños,3
2020,9,ORIENTAL,Con heridos,9
2020,9,ORIENTAL,Solo daños,13
2020,9,PROVENZA,Con heridos,8
2020,9,PROVENZA,Solo daños,3
2020,9,SAN FRANCISCO,Con heridos,23
